sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1803013P37S8,,LegalRuleSentence,"The use of the term ""such as"" in 38 C.F.R. Â§ 4.130 demonstrates that the symptoms after that phrase are not intended to constitute an exhaustive list, but rather are to serve as examples of the type and degree of the symptoms, or their effects, that would justify a particular rating."
1803013P37S9,,CitationSentence,"See Mauerhan, 16 Vet. App. at 436."
1803013P37S10,LegalRuleSentence,ReasoningSentence,"Further, the evaluation must be based on all the evidence of record that bears on occupational and social impairment rather than solely on an examiner's assessment of the level of disability at the moment of an examination."
1803013P37S11,,CitationSentence,See id.
1803013P38S2,EvidenceSentence,Sentence,Psychiatric examinations frequently include assignment of a Global Assessment of Functioning (GAF) score.
1803013P38S3,,EvidenceSentence,"The GAF is a scale which reflects the ""psychological, social, and occupational functioning on a hypothetical continuum of mental health-illness."""
1803013P38S4,CitationSentence,Sentence,"See American Psychiatric Association's Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (DSM-IV)."
1803013P38S5,EvidenceSentence,Sentence,"The Board notes that the GAF scale was removed from the more recent DSM-5 for several reasons, including its conceptual lack of clarity, and questionable psychometrics in routine practice."
1803013P38S6,CitationSentence,Sentence,"See DSM-5, Introduction, The Multiaxial System (2013)."
1803013P38S7,,ReasoningSentence,"Still, the GAF score and interpretations of the score are important considerations in the rating of a psychiatric disability, though the GAF score assigned to a veteran is not dispositive of the severity of the veteran's mental health disability."
1803013P38S8,,CitationSentence,"See Richard v. Brown, 9 Vet. App. 266, 267 (1996); Carpenter v. Brown, 8 Vet. App. 240 (1995)."
1803013P38S9,LegalRuleSentence,Sentence,"The GAF score must be considered in light of the actual symptoms manifested by the veteran's disorder, which must provide the primary basis for the rating assigned."
1803013P38S10,,CitationSentence,See 38 C.F.R. Â§ 4.126(a).
1803013P39S2,,EvidenceSentence,"According to the pertinent sections of the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition (1994) (DSM-IV), a GAF score of 71 to 80 indicates that if symptoms are present, they are transient and expectable reactions to psychosocial stressors, and that the examinee suffers no more than slight impairment in social, occupational, or school functioning."
1803013P39S3,,EvidenceSentence,"A GAF score of 61 to 70 indicates some mild symptoms, or that the examinee suffers from some difficulty with social, occupational, or school functioning, but that the examinee generally functions well and has some meaningful interpersonal relationships."
1803013P39S4,,EvidenceSentence,"A GAF score of 51 to 60 indicates the examinee has moderate symptoms or moderate difficulty in social, occupational, or school functioning."
1803013P39S5,,EvidenceSentence,"A GAF score of 41 to 50 indicates the examinee has serious symptoms or a serious impairment in social, occupational, or school functioning."
1803013P39S6,,CitationSentence,"See Quick Reference to the Diagnostic Criteria from DSM-IV, 46-47 (1994)."
1803013P40S2,,Sentence,Hearing loss
1803013P41S2,,CitationSentence,"A hearing loss disability is rated under 38 C.F.R. Â§Â§ 4.85, 4.86, DC 6100."
1803013P41S3,,LegalRuleSentence,Hearing loss evaluations are derived by a mechanical application of the ratings schedule to the numeric designations assigned after audiometric evaluations are rendered.
1803013P41S4,,CitationSentence,"See Lendenmen v. Principi, 3 Vet. App. 345, 349 (1992)."
1803013P41S5,,Sentence,"The ratings schedule provides a table for this purpose (Table VI), and provides a Roman numeral designation (I through XI) for hearing impairment in each ear."
1803013P41S6,LegalRuleSentence,Sentence,Table VII is used to determine a veteran's disability rating by combining the Roman numeral designations for hearing impairment in both ears.
1803013P41S7,,CitationSentence,See 38 C.F.R. Â§ 4.85.
1803013P42S2,,Sentence,II.
1803013P42S3,,Sentence,Facts and Analysis
1803013P43S2,,Sentence,Service connection
1803013P44S2,,Sentence,Erectile dysfunction
1803013P45S2,,EvidenceSentence,"A June 2009 VA examination report notes the Veteran as suffering from erectile dysfunction, from in or about sometime in 2004."
1803013P45S3,EvidenceSentence,FindingSentence,"The author of an August 2017 medical opinion letter provided by the Veterans Health Administration (VHA), which discussed the relationship between the Veteran's erectile dysfunction and his service-connected disabilities, opined that the Veteran's erectile dysfunction is at least as likely as not related to his PTSD."
1803013P45S4,,EvidenceSentence,"The author of the August 2017 VHA medical opinion letter also noted that the Veteran's PTSD predates his erectile dysfunction, and stated that the Veteran's ""erectile dysfunction is overwhelmingly related to his PTSD dating back to the original diagnosis date . . . ."""
1803013P45S5,,FindingSentence,"Given the Veteran's symptoms, the evidence of record, and the August 2017 VHA medical opinion letter, the Board finds that service connection is warranted for erectile dysfunction."
1803013P45S6,,CitationSentence,"See 38 C.F.R. Â§Â§ 3.102, 3.303; Shedden, 381 F.3d at 1167."
1803013P46S2,,Sentence,Increased rating
1803013P47S2,,Sentence,PTSD
1803013P48S2,,EvidenceSentence,The Veteran filed his claim for compensation in October 2008.
1803013P48S3,,EvidenceSentence,His PTSD has been evaluated as 70 percent from that date.
1803013P49S2,,EvidenceSentence,"A July 2008 Vet Center treatment record indicates that the Veteran reported that he experienced anger, poor sleep, and that he tended to ""go off on [his] wife."""
1803013P49S3,,EvidenceSentence,"The report described the Veteran as displaying a neat appearance, and a friendly and cooperative attitude, with appropriate speech, orientation to time, normal memory functioning, appropriate affect, and good judgement."
1803013P49S4,,EvidenceSentence,"The Veteran stated that he no longer had a sex drive, and described suicidal thoughts between September and November 2007."
1803013P49S5,,EvidenceSentence,"A December 2008 Vet Center treatment record indicates that the Veteran reported hypervigilance, with outburst of anger and irritability."
1803013P49S6,,EvidenceSentence,An April 2009 Vet Center treatment record indicates that the Veteran reported hypervigilance.
1803013P49S7,,EvidenceSentence,An August 2009 Vet Center treatment record indicates that the Veteran reported isolation.
1803013P50S2,,EvidenceSentence,"During a June 2009 VA examination to assess whether the Veteran suffered from PTSD, the Veteran reported nightmares, moodiness, irritability, insomnia, trouble controlling his temper, numb feelings, social withdrawal, conflicts at work, and conflict with his wife."
1803013P50S3,,EvidenceSentence,The Veteran denied panic attacks and suicidal or homicidal ideations.
1803013P50S4,,EvidenceSentence,He was assigned a GAF score of 70.
1803013P51S2,,EvidenceSentence,"A December 2009 Vet Center medical opinion letter indicates that the Veteran displayed ""hyper-vigilance-specifically anger/irritability[,] insomnia and numbing of general responsiveness[,] and lack of participation in significant activities-specifically a nonexistent sex drive."""
1803013P51S3,,EvidenceSentence,The author of the letter opined that the Veteran would require supportive therapy for the rest of his life to manage his PTSD.
1803013P51S4,,EvidenceSentence,A December 2009 Vet Center treatment record indicates that the Veteran reported isolation and avoidance.
1803013P52S2,,EvidenceSentence,"A January 2010 private medical opinion letter indicates that the Veteran suffered from symptoms including memory problems, recurrent distressing dreams, feelings of detachment and estrangement from others (including at work and in social situations), persistent sleep problems, persistent symptoms of irritability or outbursts of anger, difficulty concentrating, and hypervigilance."
1803013P52S3,,EvidenceSentence,"The author of the letter opined that the Veteran's symptoms caused ""clinically significant distress and impairment,"" in his family relations, social relations, employment, and memory and concentration (noted as severe)."
1803013P52S4,,EvidenceSentence,He was assigned a GAF score of 45.
1803013P52S5,,EvidenceSentence,"A January 2010 Vet Center treatment record describes the Veteran as quiet and withdrawn during group therapy, and notes that he rarely shared."
1803013P53S2,,EvidenceSentence,The Veteran attended a hearing before the RO in April 2010.
1803013P53S3,,EvidenceSentence,The Veteran reported anger and sleeplessness.
1803013P53S4,,EvidenceSentence,"He described feeling on edge ""all the time,"" which prevented him from going into crowds and led him to shop for groceries at midnight to avoid others."
1803013P53S5,,EvidenceSentence,He also described waking at night to check the doors of his house.
1803013P53S6,,EvidenceSentence,"The Veteran stated that he worked for 20 years at the same job, without promotion, due to stress."
1803013P53S7,,EvidenceSentence,The Veteran also described strained relationships with his children.
1803013P53S8,,EvidenceSentence,"At a May 2011 hearing before the RO, the Veteran reported anger and anxiety."
1803013P53S9,,EvidenceSentence,"The Veteran's spouse stated that the Veteran's anger ""is really bad."""
1803013P54S2,,EvidenceSentence,"The author of a December 2015 VA examination report opined that the Veteran experienced occupational and social impairment with reduced reliability and productivity, and noted that the Veteran's symptoms cause ""clinically significant distress or impairment in social, occupational, or other important areas of functioning."""
1803013P54S3,,EvidenceSentence,"The report indicates that the Veteran suffered from depressed mood, anxiety, chronic sleep impairment, disturbances of motivation and mood, and difficulty establishing and maintaining effective work and social relationships."
